left context,original word,right context,word correction,hun correction
im,herrschaften,androgyne,Herrschaften,Herrschaften
viele,hof,im,Hof,Hof
und,tschick,viele,schick,schick
in,gummerln,menge,gammeln,grummeln
knabbergeräusche,nacht,der,Nacht,Nacht
am,knabbergeräusche,nacht,knabbergeräusche,Knirschgeräusche
licht,nachtkastl,am,Nachtasyl,Nachtkühle
danach,echse,fette,Echse,Echse
sechs,grad,30,grad,Grad
erster,seufzern,und,Seufzern,Seufzern
braucht,gedanke,erster,Gedanke,Gedanke
verbandszeug,hilfe,wer,Hilfe,Hilfe
erst,verbandszeug,hilfe,Verbandszeug,Verbandszeug
Nach,Larnaka,in,Larkana,Karnak
Besuch,Larnaka,in,Larkana,Karnak
Briefkästen,Off-shore,meiner,sohre,Offshoreanlage
perfekten,zugegebenerweise,meinem,zugegeben erweise,zugegeben erweise
wie,Nix,konnte,Nix,Nixe
Geschöpf,levantische,Dieses,levitische,levantinische
angekommen,Jhdt,21,Jhdt.,Jh.
er,daß,davon,dass,dass
ist,mißraten,nicht,missraten,missraten
sind,Postings,Ihre,Hostings,Postings
und,Trollerei,eine,Tollerei,Hereinrolle
stehst,Schuach,die,Schach,Schach
freundin,baroli,-,Bartoli,Paroli
-,freundin,baroli,Freundin,Freundin
at-webmaster,derstandard,-,der Standard,Aderstandard
hat,at-webmaster,derstandard,at-webmaster,AT-webmaster
es,daß,geschrieben,dass,dass
in,wenns,kann,wenn,wenn
wohl,wars,Moment,warst,ward
lassma,Ok,hoch,Ok,Oka
die,lassma,Ok,Plasma,Plasma
Steak,Kobe,mein,Kobe,Koje
Trüffel,Perigord,ausdrücklich,Perigordien,Perigon
natürlich,gings,So,Gings,ging
antanzen,Restaurantmanager,den,Restaurantmanager,Restaurantlager
trotzdem,ok,entschuldigt,ok,Lok
dort,Saftbude,diese,Saft Bude,Saftbude
nicht,Escorts,die,Escort,Escort
San,Town,Down,Town,Ton
unerträglicher,Hotel/Jugendherberge,einem,Hotel/Jugendherberge,Hotel-Jugendherberge
Doherty,Pete,von,Pete,Peter
lediglich,Doherty,Pete,Doherty,Dorther
at/2000004506993/Frequently-Asked-Questions-zur-Community,//derstandard,http,der Standard,Rassestandard
_articlePage=11,at/2000004506993/Frequently-Asked-Questions-zur-Community,//derstandard,atz,at/2000004506993/Frequently-Asked-Questions-zur-Community
-,cmb,_articlePage=11,Combo,cm
Hass,dochder,tief,doch der,doch der
Opatija','autoloses,kein,'autoloses,-autoloses
Vor,Opatija','autoloses,Optima,Optimat
Bean,Mr,-,Mir,Mr
-,Bean,Mr,Bean,Bea
und,dark-angel-azrael,sich,Dark,dar-angel-azrael
so,posten,und,posten,Posten
-,geschichte,eine,Geschichte,Geschichte
ein,gibts,Da,gibst,gibst
cancelling,noice,selbst,nie,Choice
Kopfhörer,cancelling,noice,canceln,Schelling
eine,hoteltechnisch,ist,hoteltechnisch,spieltechnisch
and,Bed,dort,Bad,Bde
Breakfast,and,Bed,an,ans
-,Breakfast,and,Breakfast,Break fast
an,latzhose,grüne,Latzhose,Latzhose
auf,strohut,einen,Strohhut,Astrohut
ging,isoliermatte,eine,isoliermatte,Isoliermatte
kommend,terrasse,der,Terrasse,Terrasse
durch,ola,trockenen,Olaf,Lola
auf,zimmer,unser,Zimmer,zimmer
meiner,gesicht,das,Gesicht,gesiecht
versa,vice,vergessen,voce,vice
sie,versa,vice,versag,versa
de/themen/mps/,regenbogenwald,//www,Regenbogen Wald,Regenbogenwald
-,de/themen/mps/,regenbogenwald,Themen,Mythenthemen
seinerzeit,Naja,-,Naja,Nama
gerne,Krenn,Bischof,Krenn,Kreon
im,Mitterdorf,-,Mitterndorf,Mitterndorf
-,Mürztal,im,Mürztaler,Mürztal
-,heimgeflogen,sofort,heimgeflogen,heim geflogen
du,bisch,-,Busch,misch
um,gegoogelt,Isoliermatten,gemogelt,gegoogelt
zu,Posting,dein,Hosting,Posting
San,Khao,Bangkoker,Khoo,Khan
einquartieren,Road,San,Road,Roda
und,Eivissa,-,Elvisse,Eisvisa
in,EngländerInnen,und,Engländerinnen,EngländerInnen
Ein,90igern,den,90igern,Reinigern
beim,Oli,den,Oli,Eli
Sheep,Black,beim,Black,Blick
gefragt,Sheep,Black,Sheen,Pushe
für,ausdruck,den,Ausdruck,Ausdruck
nicht,männer,behaarte,Männer,Männer
zu,online-standard,auf,online-standard,online -standard
voll,schwarz-werbung,unerträgliche,schwarz-werbung,schwarz -werbung
nervt,wegzuklicken,wieder,wegzublicken,wegzuklicken
überdenken,zukunft,in,Zukunft,Zukunft
einrichten,funktion,eine,Funktion,Funktion
wegklicken,1x,das,1x,ex
fixiert,tag,den,tag,Tag
hat,damenspitzerl,vierzehntägliches,damenspitzerl,Pyramidenspitze
ja,passts,lebt,passt,passt
ein,boah,-,bäh,Noah
-,metro-nom,ein,norm,-metronom
Wir,70ern,den,70ern,Lernern
-,>an<gezogen,Schlafen,>an<gezogen,angezogenen
Glas,pickerten,im,pickerten,sickerten
vom,nächtens,dreimal,Nachtens,nächtens
Se,'schudijen,O-Töne,schädigen,schuldigen
aba,Se,'schudijen,Se,See
kieken,aba,Se,ab,ab
müssn,kieken,aba,kieken,kicken
wa,müssn,kieken,müssen,müssen
Abjesoffen,wa,müssn,was,was
is,Abjesoffen,wa,Abgesoffen,Abgesoffen
noch,is,Abjesoffen,ist,iss
aba,kener,noch,keiner,jener
wat,aba,kener,ab,ab
nisch,wat,aba,wate,war
is,nisch,wat,Nische,misch
Sin,is,nisch,ist,iss
Se,Sin,is,Sin,Sun
jenervt,Se,Sin,Se,See
Frau,jenervt,Se,genervt,genervt
Allet,Reita,Frau,Reite,Rita
nisch,Allet,Reita,Alle,Allee
so,nisch,Allet,Nische,misch
Nie,schlümm,so,schlimm,schlimm
in,All-Inklusiev-Urlaub,Ihrem,Inklusive,All-Inklusive-Urlaub
auch,Rep,Dom,Rep,Re
den,Resieveranstalter,dem,Reiseveranstalter,Reiseveranstalter
2,fuer,Rechnung,für,für
/,Maedles,2,Mieles,Marlenes
14,fuer,Tag,für,für
verdeck,//www,http,WWW,//www
jpg,de/bilder/vw/vw-golf-1/vw-golf-1-po-totale,verdeck,Bilder,de/bilder/vw/vw-golf-1/vw-golf-1-po-totale
-,jpg,de/bilder/vw/vw-golf-1/vw-golf-1-po-totale,jogg,Apg
ändern,posternamen,meinen,Poster Namen,-osternamen
in,antwort,um,Antwort,Antwort
und,worten,in,worten,worden
mit,link,den,link,Link
-,forenregeln,den,Foren regeln,Forenregeln
Hotel,stinkertes,irgendein,stänkerte,Stinktieres
weiß,heut,Suppe,heut,heute
ja,ich´s,weiß,ich´s,ich
einlegte,Retourgang,den,Retourgang,Retourflug
wie,renn,Ich,renn,renne
aufs,narrisch,wie,närrisch,närrisch
finde,Häusl,aufs,Häusl,Häuslich
aufgedreht,Lichterschalter,vermutete,Lichterschalter,Lichterdschalter
sooo,grad,hab,grad,Grad
lachen,sooo,grad,solo,solo
am,muessen,lachen,müssen,müssen
zusammen,freundin,meiner,Freundin,Freundin
-,hilarious,-,Hilarys,Solariums
Kakadu,Stripclub,-,Stripclub,Stripper
auch,gschamig,von,schämig,schaumig
Mit,80igern,späten,80igern,Reinigern
auf,Öbb,und,Bob,Böbig
telefonisch,Rucksackreise,auf,Rucksackreise,Rucksack reise
'Ah,Begrüssung,bekommt,Begrüßung,Begrüßung
Siiee,'Ah,Begrüssung,'Ah,sah
sind,Siiee,'Ah,Siehe,Sie
und,das',sind,das',das
unter,dermassen,Behandlung,dermaßen,dermaßen
Danach,Resterln,aufgewärmte,Restern,Resterlen
mit,Locations,standhaft,Locations,Lotsenstation
-,speib,nicht,speit,speie
nach,Löschungsersuchen,Ein,Löschungsersuchen,Böschungsersuchen
später,DSG,dem,DSG,DSCHG
-,*kreisch*,-,*kreisch*,kreische
billigst,abgewohnt,nur,abgewohnt,abgewöhnt
Matratzengestell,zB,eingerichtet,zu,dB
auf,Matratzengestell,zB,Matratzengestell,Matratzenherstellung
Bett,aufgemauerten,auf,auf gemauerten,aufgemauerten
Essen,billigest,Bett,billigest,billiges
kleiner,Selberzahlen,zum,Selberzahlen,Selber zahlen
Garniert,Freizeit/Sportmöglichkeiten,keine,Freizeit/Sportmöglichkeiten,Freizeit-Sportmöglichkeiten
Wir,Greve,Toskana,Greve,Greven
gesucht,Agriturismo,einen,Agriturismo,Agrotourismus
Die,Toskanareise,unsere,Toskana reise,Toskana reise
Sind,Urlaubsnächtigungserlebnis,unvergessenem,Urlaubsnächtigungserlebnis,Niederlassungserlaubnis
vor,Düssseldorf,-,Düsseldorf,Düsseldorf
schaut,Rezeptionist,-,Rezeption ist,Rezeptionist
ihnen,geb,Ich,geb.,gen
Langer,Wanzensuche,auf,Wanzensuche,Wanzen suche
schrauben,Ok,schrauben,Ok,Oka
ist,abgestürtzt,Restaurant,abgestürzt,abgestürzt
LG,Instantkaffee,ohne,Instantkaffee,Instantiieren
Salem,LG,Instantkaffee,LG,KG
-,Jo,-,Jo,Joh
06,Oida,-,Oita,Aida
Pölten,St,von,St,Set
grad,si,hören,si,sie
da,grad,si,grad,Grad
zimmer,verottete,völlig,verrottete,verortete
es,zimmer,verottete,Zimmer,zimmer
typen,secutity,2,secutity,Utility
sie,typen,secutity,typen,Typen
durchsuchen,zimmer,mein,Zimmer,zimmer
vermute,zimmermädchen,das,Zimmermädchen,Zimmermädchen
von,besuch,hätte,besuch,Besuch
tunesischen,mann,einem,Mann,Mann
ich,aussehens,tunesischen,Aussehens,Aussehens
gelandet,mädchenpensionat,im,Mädchenpensionat,Mädchenpensionat
Danach,zimmer,mein,Zimmer,zimmer
mit,schreiduell,ein,schrei Duell,Schreiadler
dieser,manager,dem,manager,Manager
-,sicherheit,eigenen,Sicherheit,Sicherheit
wo,Tulln,waren,Tulln,Nullt
Hotel,liaben,recht,lieben,laben
seitdem,reichts,Dafür,reichst,reichst
camera,bella,beiden,Bella,balle
sagt,camera,bella,camera,Kamera
und,Radlfreundin,meine,Radl Freundin,Radfreundin
im,4*-Hotel,sogenanntes,4*-Hotel,Hotelier
Ähnliches,Kühtai,im,Kathi,Kühnheit
nie,indien,in,Indien,Indien
in,Connaught,im,Connaught,Connecticut
schon,siehts,Privatunterkünften,siehst,siehst
5cm,ca,Kakerlaken,ca,ca.
groß,5cm,ca,5cm,cm
welche,Sweatants,Ameisen,Seetangs,Antestats
anfingen,knappern,zu,knappern,knapper
muß,muß,will,muss,muss
damit,muß,muß,muss,muss
jedes,nachwievor,bin,nachwievor,nachwiegen
personalisierte,firma,neue,firma,Firma
verwendet,mail-adressen,personalisierte,mail-adressen,-mailadressen
passiert,Sowas,-,Sodas,Sodas
jedenfalls,war's,Nachhinein,war's,Warnas
aussicht,schoene,-,schön,schöne
jeden,aussicht,schoene,Aussicht,Aussicht
wichtige,komfort,erdenklichen,Komfort,Komfort
reisen,bobo,wichtige,bobo,bob-
dass,koennen,zu,können,können
mir,koennen,ist,können,können
soll,chef,der,chef,Chef
lieber,flugmeilen,seine,Flugmehlen,Flugmeilen
brauch,nepp,diesen,nepp,Nepp
sind,sposati,nicht,positiv,sportiv
Das,Jössas,-,Jozas,Massas
außerdem,*räusper*,weiß,räuspern,räusper
ich,ups,-,ups,uns
ich,Uups,-,Cups,Stups
-,-p,auch,-p,-po
spazieren,Siegendorf-City,in,Siegendorf-City,Seegendorf-City
und,vorbeigedonnert,LKW,vorbeigedonnert,vorbei gedonnert
Bus,Bim,in,Bim,Im
Knittelfeld,LBS,-,LBS,LAS
-,Knittelfeld,LBS,Knittelfeld,Knittel
das,oje,-,oje,je
fließendes,Dixies,als,Dixies,Deixis
nur,gibts,Wasser,gibst,gibst
Betrunkene,herumgrölende,kalt,herumgrölende,herum grölende
\m/,Wacken,liebe,Wacken,Wecken
war,Mörbisch,in,Sorbisch,Mörbisch
-,Rössl,weißen,Rössl,Rösser
war,Rössl,dieses,Rössl,Rösser
North,Lambeth,In,Lambeth,Lambert
da,North,Lambeth,North,Northeim
ein,gibts,da,gibst,gibst
culpa,Mea,ausgelegt,Mea,Met
-,culpa,Mea,culpa,Paula
-,unkaputtbar,Schwiegermütter,unkaputtbar,unausrottbar
da,Naja,-,Naja,Nama
-,sowas,dann,so was,Iowas
Na,Bobo,schon,Bobo,Bob
war,Messeeveranstaltung,einer,Massenveranstaltung,Messseeveranstaltung
chance,no,und,no,eo
das,chance,no,chance,Chance
zu,etc,Lärmbelästigung,etc.,et
Um,Mega-Party,Nebenzimmer,Mega-Party,Bega-Party
aus,companeros,sind,companeros,Romanescos
die,Mexico,aus,Mexico,Mexiko
San,Khao,der,Khoo,Khan
-,tratschn,-,tratschen,tratschen
James,St,-,St,Set
Hotel,Court,James,Court,Tourt
-,ist's,gut,ist's,ist
stoßen,BEgeisterung,auf,Begeisterung,Begeisterung
ab,massivst,oft,massivste,massivst
dass,daraufgekommen,bin,draufgekommen,dar aufgekommen
lol,knuspermaus,britische,knuspermaus,Knusperns
-,lol,knuspermaus,lol,los
@gacken,lol,-,lol,los
-,@gacken,lol,gackern,gackern
reicht,kurzfassung,getan,Kurzfassung,Kurzfassung
Vandal,1l-Spraydose,einer,1l-Spraydose,Öl-Spraydose
ein,Vandal,1l-Spraydose,Vandal,Vandale
nur,Müslitheke,seiner,Müslitheke,Mühseligkeit
gehts,Daham,war,Dahm,Dahat
uns,gehts,Daham,gehst,gehst
-,guat,schon,gut,gut
sparkling,classic,-,classic,Niclas
-,sparkling,classic,sparkling,Sprössling
sollte,bißchen,Ein,bisschen,bisschen
reist,usw,Badeurlaub,usw.,usw.
nicht,Posts,manche,Posts,Post
in,Monarchiezeiten,aus,Monarchie Zeiten,Monarchiekritischen
-,Ostslovakei,in,Ostslovakei,Ostslowakei
nach,rechtsgeschwungen,und,rechtsgeschwungen,rechts geschwungen
Es,abgesichter,notdürftig,abgesuchter,abgesuchter
2000,ca,hatten,ca,ca.
1700,ca,wurden,ca,ca.
Fragen,sinnbefreite,für,sinnbefreite,steuerbefreite
-,gefängnis,wäre,Gefängnis,Gefängnis
die,Caterpillar,Riesige,Caterpillar,Kapillarmuster
zurücksetzten,*Kniiiiirsch*,aufbrachten,*Kniiiiirsch*,Knirschgeräusch
*Pieeeep*,*Pieeeep*,zurücksetzten,Piere,*Pieeeep*
und,*Pieeeep*,*Pieeeep*,Piere,*Pieeeep*
Motorstaubremse,runterbremsten,Pass,runterbremsten,runter bremsten
*poffpoffpoffpoff,Motorstaubremse,runterbremsten,Motorstaubremse,Motorstaubremise
*,*poffpoffpoffpoff,Motorstaubremse,*poffpoffpoffpoff,Pockenimpfstoff
*,*vroooom,lautstark,Voodoo,Chatroom
Egal,abrückten,wieder,abrückten,anrückten
wir,20Uhr,war,20Uhr,Uhr
*pieep*,*knirsch*,weiter,*knirsch*,knirsch
*pieep*,*pieep*,*knirsch*,piepe,*pieep*
*poffpoff*,*pieep*,*pieep*,piepe,*pieep*
*vrooom*,*poffpoff*,*pieep*,*poffpoff*,offenporig
Dann,*vrooom*,*poffpoff*,vom,*vrooom*
mache,Bettfertig,essen,Bettfertig,Bett fertig
*pieep*,*knirsch*,weiter,*knirsch*,knirsch
*pieep*,*pieep*,*knirsch*,piepe,*pieep*
*poffpoff*,*pieep*,*pieep*,piepe,*pieep*
*vrooom*,*poffpoff*,*pieep*,*poffpoff*,offenporig
-,*vrooom*,*poffpoff*,vom,*vrooom*
und,Moab,ist,Moab,Mob
NP,Arches,und,Arches,Arche
großartig,NP,Arches,NP,KP
-,sni,online,sie,ins
*pieep*,*knirsch*,weiter,*knirsch*,knirsch
*pieep*,*pieep*,*knirsch*,piepe,*pieep*
*poffpoff*,*pieep*,*pieep*,piepe,*pieep*
*vrooom*,*poffpoff*,*pieep*,*poffpoff*,offenporig
2,*vrooom*,*poffpoff*,vom,*vrooom*
Schluss,is,bald,is,iss
und,zähneputzen,Danach,Zähneputzen,Zähneputzen
kein,*knirsch*,Kein,*knirsch*,knirsch
kein,*piiep*,kein,piep,*piiep*
kein,*poffpoff*,kein,*poffpoff*,offenporig
Nur,*vrooom*,kein,vom,*vrooom*
während,auschecken,am,auschecken,aushecken
dort,bißchen,ein,bisschen,bisschen
dass,hochprioritär,so,hochprioritär,hoch prioritär
fehlt,gefühltermaßen,Wort,gefühlt ermaßen,gefühlt ermaßen
nicht,habs,Ich,Habes,hab
und,Euro/Nacht,15,Euro/Nacht,Euro-Nacht
10qm,ca,Keller,ca,ca.
Um,Wunzfenster,wirklichen,Wunzfenster,Wundfenster
Ohne,Back-Up-Quartier,als,Back-Up-Quartier,Back-Ur-Quartier
noch,Frühstuck,beim,Frühstuck,Frühstick
sind,Navifahrten,Laune,Anfahrten,Nazifahrten
erwünscht,Verklescher,verpönt,Vergleicher,Verschacher
sowie,Kühtai,Das,Kathi,Kühnheit
-,Ramsau,die,Ramsauer,Ramsau
Rothschild,Lafite,Chateau,Lafitte,Tefilla
Vintage,Pérignon,Dom,Perigon,Perigon
1998,Vintage,Pérignon,Vintage,Eintage
das,Lebenberg,Schloss,Leben Berg,Lebensberg
gewesen,Anti-Rutschsache,einer,Anti-Rutschsache,Anti-Rutschsicher
max,Winzigbad,im,Winzig Bad,Winzig
2m²,max,Winzigbad,max,Max
abgeblätterter,zusamm,WC,zusammen,zusammen
50er-Jahre,abgewohnter,original,abgewohnter,abgewöhnter
Ausstattung,50er-Jahre,abgewohnter,50er-Jahre,Erdenjahre
sondern,vintage,&,vintage,Eintage
trotzdem,Etablissments,jeweiligen,Etablissements,Etablissements
-,Bäh,glaube,Bäh,Jäh
als,studentenjob,-,Studenten Job,Studentenjob
in,nachtportier,als,Nachtportier,Nachtportier
innenstadthotel,innsbrucker,einem,Innsbrucker,Innsbrucker
böhse,innenstadthotel,innsbrucker,Innenstadt Hotel,Innenstadthotel
onkelz,böhse,innenstadthotel,böse,böse
-,onkelz,böhse,Onkel,Onkel
und,konzert,-,Konzert,Konzert
von,reisebus,ein,Reisebus,Reisebus
aus,bo-fans,männlichen,ob,ob-fans
die,dresden,aus,Dresden,Dresden
kein,nacht,ganze,Nacht,Nacht
zugetan,auge,kein,Auge,Auge
ist,runtergefallen,stiegen,runtergefallen,runter gefallen
verlangt,bier,nach,bier,rieb
vom,wodka-flasche,die,wodka-flasche,-wodkaflasche
auf,chef,vom,chef,Chef
gestellt,receptions-theke,die,receptions-theke,Rezeptionist-theke
von,verbrüderung,flüssige,Verbrüderung,Verbrüderung
und,öst,von,öst,ölst
danach,abend,am,abend,Abend
rausgebracht,sätze,geraden,Sätze,Sätze
-,rausgebracht,sätze,rausgebracht,ausgebracht
zu,menschennäher,eigentlich,menschennäher,Menschennäher
da,jaja,-,jaja,Maja
in,haus,nettes,haus,Haus
augustin,st,in,ist,ist
dass,augustin,st,Augustin,Augustin
1965,eröffnung,der,Eröffnung,Eröffnung
Reizinger,Liebe/r,-,Liebe/r,Lieber
es,Reizinger,Liebe/r,Reisinger,Reizniger
zu,Postingnamen,den,Posteingängen,Postsingnamen
at/2000004506993/Frequently-Asked-Questions-zur-Community,//derstandard,http,der Standard,Rassestandard
_articlePage=11,at/2000004506993/Frequently-Asked-Questions-zur-Community,//derstandard,atz,at/2000004506993/Frequently-Asked-Questions-zur-Community
-,kub,_articlePage=11,Kuba,buk
ist,Extra-Zuckerl,Als,Zucker,Extra-Zucker
wieder,Palio,den,Pali,Patio
zu,bummfest,Fenster,bummerst,bumsest
das,Forumsgemeinde,liebe,Forumsgemeinde,Markusgemeinde
und,aufgetrocknet,wieder,aufgetrocknet,ausgetrocknet
Bed,B\B,ein,B\B,BOB
ohne,Bed,B\B,Bed,Bde
mit,Breakfast,ohne,Breakfast,Break fast
für,Campo,am,Campo,Camp
war,Apartement,gebucht,Appartement,Apartment
Bett,durchgelegenen,extrem,durchgelegenen,durchgelesenen
am,Schxxxe-Quirl,dem,Schxxxe-Quirl,Boxerisch-Quirl
mit,Campo,des,Campo,Camp
bis,Versärktung,und,Vermarktung,Verstärkung
4,ca,bis,ca,ca.
22,ca,Um,ca,ca.
durch,Palio,den,Pali,Patio
kann,usw,Dubai,usw.,usw.
change,Never,-,Never,Jever
a,change,Never,change,gehangen
system,running,a,running,rundging
D,system,running,system,System
Ja,etc,Restaurantketten,etc.,et
modo,grosso,aber,Grosso,Gros
Die,modo,grosso,Mode,Bodo
ich,heb',Städte,heb',hebe
-,hinchauffieren,überall,hin chauffieren,hin chauffieren
Campo,del,Piazza,del,de
etwas,Campo,del,Campo,Camp
so,ca,ist,ca,ca.
Das,Pali,die,Pali,Pauli
sangria,barcelona,-,Barcelona,Barcelona
und,sangria,barcelona,sangria,Sangria
danach,bier,und,bier,rieb
am,klo,das,Klo,Klo
auf,illuminierung,der,Illuminierung,Illuminierung
auf,unterhose,der,Unterhose,Unterhose
die,feuerleiter,der,Feuerleiter,Feuerleiter
fällt,tür,die,Tür,Tür
nimmt,harndrang,der,Harndrang,Harndrang
an,züge,grausame,Züge,Züge
während,plaza,die,plaza,Plazet
der,notdurft,der,Notdurft,Notdurft
der,potier,der,optier,votier
gepumpert,stockwerksweise,habe,stockwerksweise,Stockwerksweise
hat,gepumpert,stockwerksweise,gepimpert,gepumpter
-,d'reingeschaut,ungläubig,dreingeschaut,hereingeschaut
ihr,wollts,das,wollte,wollt
Insektensspray,ungewechselt,wochenlang,umgewechselt,umgewechselt
unters,Insektensspray,ungewechselt,Insektensspray,Insektenspray
den,Asli,Orang,Asli,Ali
auch,morgends,wir,morgens,morgens
durchs,Schweizerkrachern,mit,Schweizerkrachern,Schweizerfranken
aber,war's,mich,war's,Warnas
Kong,Hong,-,Hong,Honig
vor,Kong,Hong,Kong,Kongo
muessen,uebernachten,doch,übernachten,übernachten
also,muessen,uebernachten,müssen,müssen
qing,chong,nur,Chong,schon
mansion,qing,chong,Qing,sing
Hab,mansion,qing,mansion,Manganion
100,fuer,Zimmer,für,für
ergattert,HKD,100,HKD,HD
liess,tuer,Die,Tür,treu
sich,liess,tuer,ließ,ließ
weil,oeffnen,ganz,öffnen,öffnen
anstiess,bett,am,Bett,Bett
der,anstiess,bett,anstieß,anstieß
war,raum,der,raum,Raum
und,bett,das,Bett,Bett
kein,glueck,zum,Glück,Glucke
und,bad,kein,bad,bat
war,bettwaesche,die,Bettwäsche,betatsche
qing,chong,von,Chong,schon
mansion,qing,chong,Qing,sing
hat,mansion,qing,mansion,Manganion
und,flair,viel,flair,Flair
essen,indisches/pakistanisches,gutes,indisches/pakistanisches,antipakistanisches
wert,voellig,das,völlig,völlig
at/permalink/p/40862329,//derstandard,http,der Standard,Rassestandard
in,hostel,einem,hostel,hüstel
abgestiegen,wien,in,Wien,wein
wunder,nacht,der,Nacht,Nacht
so,fenster,unseren,Fenster,Fenster
stellten,inspektion,genauerer,Inspektion,Inspektion
doch,fenster,das,Fenster,Fenster
in,ausblick,tatsächlich,Ausblick,Ausblick
gewährte,fahrstuhlschacht,den,Fahrstuhl Schacht,Fahrstuhlschacht
-,xD,gewährte,öd,xi
macht,Nacht-Decksspaziergang,einen,Nacht-Decksspaziergang,Nacht-Deckspaziergang
werden,aufgehübscht,Orangen,aufgeputscht,aufgehübscht
interessiert,runtertreiben,Nil,runtertreiben,untertreiben
das,Auweh,-,Auweh,Au weh
betriebene,indern,von,Indern,intern
in,hotel,betriebene,hotel,Hotel
in,london,in,London,London
wo,strasse,einer,Straße,stresse
zimmer,grossen,nicht,Großen,großen
war,zimmer,grossen,Zimmer,zimmer
eigentlich,badezimmer,das,Badezimmer,bade zimmer
eingebaute,zimmer,im,Zimmer,zimmer
vollausgestattete,wc,und,wo,WC
ach,plastikbox,vollausgestattete,plastikbox,Plastikbox
herrlich,zeiten,noch,Zeiten,Zeiten
unterwegs,mexiko,in,Mexiko,Mexiko
haben,auto,dem,auto,Auto
dort,abend,jeden,abend,Abend
gesucht,herberge,eine,herberge,Herberge
nur,auh,wenn,auch,au
aus,ansprueche,unsere,Ansprüche,anspreche
in,muedigkeitsgruenden,aus,muedigkeitsgruenden,Mündigkeitserklärungen
geschraubt,keller,den,Keller,kellre
