left context,original word,right context,word correction,hun correction
woher,at/fakten/oebbler-gehen-nicht-mit-50-in-pension/,oebb,atz,faktenorientierter-gehen-nicht-mit-50-in-pension/
Computermaus,ontopic,-,Topic,Octopin
dass,Dh,bleiben,Du,Eh
-,regular,doch,regular,regulär
mehr,reisst,Die,reißt,reißt
-,auseinanderdrückt,Klingen,auseinanderdrückt,auseinanderrückt
meine,moechte,Ich,möchte,möchte
Anscheinend,loeschen,Registrierung,löschen,löschen
mache,lieber/besser,desto,lieber/besser,Nesselfieber
wenn,komplikationen,zu,Komplikationen,Komplikationen
ist,tisch,am,tisch,Tisch
fällt,Bankomaten,den,Bankomaten,Banktomaten
beim,gezwungenermassen,man,gezwungenermaßen,gezwungenermaßen
Getriebe,unsynchronisiertes,Bundesheer,synchronisiertes,einsynchronisiertes
de/folg,linkshaenderberatungsstelle,//www,linkshaenderberatungsstelle,Auswandererberatungsstelle
htm,de/folg,linkshaenderberatungsstelle,de/folg,demzufolge
-,htm,de/folg,hat,HTML
von,Lateralisation,Die,Naturalisation,Materialisation
haben,linkshänder,wir,Linkshänder,Linkshänder
scheren,saukrallig,weniger,saukrallig,Sakralkönig
ich,beherrsch,scheren,beherrsch,beherrsche
gehts,alltag,den,Alltag,Alltag
auf,hirn,das,Hirn,Hirn
und,trab,auf,trab,brat
sein,beidfüssig,und,beidfüßig,beidfüßig
mit,H&M-Herrenhosen,-,H&M-Herrenhosen,HÄM-Herrenhosen
einmal,Stäbchenhalten,das,Stäbchenhalten,Stäbchen halten
grün=rechts,rot=links,unterwegs,rot=links,linkstotal
-,grün=rechts,rot=links,grün=rechts,Grabungsrechts
-,GWD,als,GWD,GWH
vom,messer,noch,Messer,Messer
habe,fischbesteck,vom,Fischbesteck,Fischbesteck
-,seite,falschen,Seite,Seite
jemand,Weiss,-,Weiss,Weise
für,Kaffeehäferl,man,Kaffeetafel,Kaffeewärmer
da,Sparschäler,die,Spar schaler,Sparschäler
de/a_lnk_produkte_details,linkshaender,//www,Linkshänder,linksdrehender
html,de/a_lnk_produkte_details,linkshaender,de/a_lnk_produkte_details,Naturprodukteherstellers
artikelnr=lnk01-10250,html,de/a_lnk_produkte_details,html,HTML
-,artikelnr=lnk01-10250,html,Artikeln,Lexikonartikel-10250
*,Rechtshänderprodukte,Ärgerliche,Rechtshänder Produkte,Rechtshändlerprodukte
links,Schnaupe,einseitiger,Schnaupe,Schnauze
Handwerkzeuge,elektr,alle,elektr.,elektr.
etc,Flex,Bohrer,Flex,Ilex
wegen,Emaillehersteller,öst,Emaille Hersteller,Spielehersteller
-,easy,ganz,easy,Ecstasy
rechts,StG,dem,Steg,EStG
Links,golf,auch,golf,Golf
erlebt,beeinträchtigung,eine,Beeinträchtigung,Beeinträchtigung
aber,füllfeder,der,füllender,füll feder
wir,gegenteil,im,Gegenteil,gegen teil
-,vorteile,sogar,Vorteile,voreile
->,autofahren,-,Autofahren,Autofahren
->,gitarre,-,Gitarre,Gitarre
-,akkorde,die,Akkorde,Akkorde
->,bowling,-,bowling,Bowling
hält,ölfilm,linker,Ölfilm,Ölfilm
und,skateboard,-,skateboard,Skateboard
wir,snowboard,und,snowboard,Snowboard
die,Espressoheferln,diese,Espressoheferln,Espressomaschinen
mit,Sauklau,absolute,Säkula,Sau klau
und,transkipiert,Links,transkribiert,transkribiert
wir,-obwohl,Rechts,-obwohl,obwohl
zu,richt,Schuhbänder,richte,riecht
-,Augenschmauss,ein,Augenschmaus,Augenschmaus
com/at/de/catalog/products/70149465/,ikea,//www,Ikea,Ikea
sind,Rechtsgelenkten,den,Rechtsgelenkten,Rechts gelenkten
ist,Schaltküppel,der,Schaltknüppel,Schaltknüppel
de/kultur/bildstrecke-bin-laden-jolie-und-einstein-prominente-linkshaender-1,sueddeutsche,//www,süddeutsche,süddeutsche
93361-8,de/kultur/bildstrecke-bin-laden-jolie-und-einstein-prominente-linkshaender-1,sueddeutsche,de/kultur/bildstrecke-bin-laden-jolie-und-einstein-prominente-linkshaender-1,Kulturheidelbeerstrauch-bin-laden-jolie-und-einstein-prominente-linkshaender-1
Einstein,Jolie,Highlights,Jolie,Jolle
Bin,Lowlight,Das,Loslacht,Lightshow
Wirkung,allzuviel,nicht,allzu viel,allzu viel
ungefähr,Ungustln,an,Ungunsten,Ungunst
ball,Fuss,keinen,Fuß,Fuß
könnte,ball,Fuss,ball,Ball
newsletter,kultir,wöchentlichen,Kultur,Kultur
würde,newsletter,kultir,newsletter,Newsletter
um,Gehts,können,Gehst,Gents
über,vwa,meine,via,via
und,them,dieses,Thema,Themse
zb,wieviele,wissen,wievielte,wievielte
nicht,zb,wieviele,zu,ab
eine,fernrohr/,ein,Fernrohr,Visierfernrohr
schauen,kamera,eine,Kamera,Kamera
alles,grün=,angelernt,grün=,grün
ein,Gitarrespielen,beim,Gitarre spielen,Gitarre spielen
lästig,Weiters,-,Weiteres,Wetters
mit,Linkshand-Schweizermesser,genialen,Linkshand-Schweizermesser,Linkshand-Schweizergasse
Korkenzieher,gewendeltem,andersrum,gewandeltem,gewendeltem
-,usf,usw,usf.,Usus
de/haushaltswaren/links-und-rechtshaender-sossenkelle,lafueliki,//www,lafueliki,ladylike
html,de/haushaltswaren/links-und-rechtshaender-sossenkelle,lafueliki,Haushaltswaren,Delikatesswarenhandlung-und-rechtshaender-sossenkelle
-,html,de/haushaltswaren/links-und-rechtshaender-sossenkelle,Hotel,HTML
-,youp,-,Yous,Coup
-,erfahrungen,Irgendjemand,Erfahrungen,Erfahrungen
abmelden,newsletter-abo,mein,newsletter-abo,Newsletter-abo
auf,Schnabl,mit,Schnabel,Schnabel
Dosenöffner,mMn,sind,man,min
die,Ojaaaa,-,Jaana,Ojaaaa
bei,Bevölkerungeher,der,Bevölkerung eher,Bevölkerung eher
Diese,artikelnr=lnk01-10279,html,Artikeln,Lexikonartikel-10279
sind,rechtshänder,alle,Rechtshänder,Rechtshänder
ihres,sicht,der,Sicht,siecht
-,gegenübers,ihres,Gegenübers,Gegenübers
dreh-,symetrisch,bzw,symmetrisch,symmetrisch
Selbst,Funkenschürzen,und,Funkenschürzen,Funken schürzen
habe,rechtsfuß,zwar,rechtsfuß,Rechtsfuß
viel,kind,als,Kind,Kind
schieße,tore,besser,Tore,rote
ist,fuß,schwache,fuß,Fuß
viel,net,gibt's,nett,et
für,Nunchaku,mein,Nachhake,Chanukka
sind,Meinl-Häferln,Die,Hafern,Mein-Häferln
kein,tät,geben,tät,rät
auch,Linkshänderschere,einer,Linkshänder schere,Linkshänder schere
umgibt,Linkshänderprodukten,mit,Linkshänder Produkten,Linkshändlerprodukten
quasi,sih,man,sieh,sieh
ab,Rechtshänderwelt,dominierenden,Rechtshänder Welt,Rechtshändlerwelt
ein,Linkshändertum,das,Linkshändertum,Linkshänder
nicht,hat's,mir,hat's,satthat
nicht,merk's,ich,Merks,Merkurs
com/9kTluTI,imgur,//i,im Gur,immatur
gif,com/9kTluTI,imgur,vom,com/9kTluTI
-,gif,com/9kTluTI,gib,gis
same,Yep,-,Yen,Yen
here,same,Yep,same,Same
Treffer,here,same,Heer,hehre
verursacht,Kind/Jugendlichen,einem,Kind/Jugendlichen,Jugendfreundlichen
halten,Heferl,ein,Hafer,Helfer
-,at/Newsletter,//derstandard,at/Newsletter,Newsletter
-,Radakovits,Johann,Radiolits,Radioaktiv
-,true,So,treu,treu
zusammen,Händigkeit,der,Händiget,Behändigkeit
=,Regular,Antrieb,Regular,Regula
Lispelproblem-,e8in,auch,e8in,ein
hat,Lispelproblem-,e8in,Lispelproblem-,Lispel problem-
gegeben,Monoschi,und,Mono Schi,Mondschi
-,org/wiki/Monoschi,wikipedia,org.,org/wiki/Monoschi
sobald,linkshändigkeit,meiner,Linkshändigkeit,Linkshändigkeit
von,drachen,alte,Drachen,Drachen
sind,kinder,rechtshändigen,Kinder,Kinder
z,speer,oder,Speer,Speer
auf,rechtshändern,von,Rechtshändern,Rechtshändern
finde,wahnsinn,allerdings,Wahnsinn,Wahnsinn
das,trara,das,trara,tragbar
aufgeführt,schreibübungen,ersten,Schreibübungen,Schreibübungen
in,stift,der,Stift,Stift
ansonsten,haltung,kommst,Haltung,Haltung
eher,tools,linkshänder,Tools,Tools
und,brotmesser,überflüssig,Brotmesser,Brotmesser
-,ausgenomme,mal,ausgenommen,ausgenommen
für,bleistiftspitzer,einen,Bleistiftspitzer,Bleistiftspitzer
des,schraubgewinde,das,Schraubenwinde,Schraubgewinde
in,deckels,des,Deckels,Deckels
ich,dh,hatte,du,de
beim,deckel,den,Deckel,deckle
nicht,ding,das,ding,Ding
und,späne,die,späne,Späne
rausfallen,bleistiftstaub,der,bleistiftstaub,Bleistiftstaub
sehr,rausfallen,bleistiftstaub,rausfallen,ausfallen
das,produzenten,den,Produzenten,Produzenten
am,lust,die,Lust,Lust
und,Dart,anderem,Darrt,Darts
nicht,VS-Lehrerin,gestrengen,VS-Lehrerin,VS.-Lehrerin
umgeschult,Rechthänder,auf,Rechtshänder,Rechtshänder
-,Wurfhand,links,Wurf Hand,Wurfhand
mit,A4-Seite,eine,A4-Seite,Aa-Seite
sitzen,aussen,links,Außen,außen
ich,geb',Vorposten,geb.,gebe
benutzen,kleckerfreie,das,Klecker freie,klecker freie
mit,probleme,jahren,Probleme,Probleme
stoff,besondes,scheren,besonders,besonders
schneiden,stoff,besondes,Stoff,Stoff
means,foot,Goofy,Foto,fort
right,means,foot,meins,meins
foot,right,means,riecht,Fight
on,forward,foot,Forward,fortwarf
snowboard,your,on,Youri,Tour
-,snowboard,your,Snowboard,Snowboard
die,wie´s,so,wie´s,wies
so,Lehrkräftinnen,verschiedensten,Lehrkräftinnen,Leuchtkräftigen
ja,brauchts,da,brauchst,brauchst
ist,Linkshändergitarren,wirklichen,Linkshänder Gitarren,Linkshändlergitarren
feind,grösster,mein,größter,größter
D,dosenöffner,der,Dosenöffner,Dosenöffner
Tisch,dazuklappbarem,Seite,dazu klappbarem,dazu klappbarem
und,füchertlich,sind,fachärztlich,fürchterlich
ich,staun,Da,staun,staune
mir,ises,Rechtshänder,iss,iss
Strasse,HC,den,HC,HOC
-,Strasse,HC,Straße,Straße
Bedienen,IPod,Zähneputzen,IPod,Iod
Werkzeugbenutzung,Ballwerfen,grobmotorische,Ballwerfen,Ball werfen
Schreiben,auf's,bis,aufs,aufs
Den,Lefty-Modellen,auf,Luft,Oleftal-Modellen
da,Lefty-Gitarren,paar,Luft,Oleftal-Gitarren
muss,Rickenbacker,die,Rickenbacker,Krickenbecker
Führungshand,mausen,werfen,mausen,mauen
und,Lechts,links,Luchts,Lechs
zu,rinks,und,rings,Drinks
Ich,Nägelbeißer,Volksschule,Nägel Beißer,Begeißelter
Zeug,unxundes,nur,unrundes,unrundes
nichts,Derlehrerwirdschonwissenwasertut,und,Derlehrerwirdschonwissenwasertut,Atmosphärenwissenschaftler
ist,computermaus,nur,computermaus,Computermaus
-,links^^,manchmal,links^^,links
-,drauflosgestrickt,und,drauflosgestrickt,drauflos gestrickt
dem,mot,damals,Mut,mit
die,Süßigkeitsverpackungen,vorhanden,Süßigkeitsverpackungen,Gegenseitigkeitsversicherungen
und,linkshänderin,bin,Linkshänderin,Linkshänderin
mich,zerkugle,und,zerknülle,zerkleiner
kurz,gäste,rechtshändige,Gäste,sägte
sitzen,laptop,vorm,Laptop,Laptop
bedienen,maus,kabellose,mause,Maus
in,rechtshänderscheren,mit,Rechtshänder scheren,Rechtshändern
gekauft,linkshänderschere,eine,Linkshänder schere,Linkshänder
schneiden,rechtshänderschere,einer,Rechtshänder schere,Rechtshänder
zustande,linie,gerade,Linie,Linie
umrühre,topf,einem,topf,Topf
spielt,Dale,Dick,Dale,Deal
Band,Miller,Steve,Miller,Mille
posten,Risotto-Thread,legendären,Risotto-Thread,Risotto-Reader
einwandfrei,funkitonierte,Schreiben,funktionierte,funktionierte
verwischen,ohnen,auch,ohne,honen
schrieb,spiegelverkerht,ich,spiegelverkehrt,spiegelverkehrt
war,Lerhrerin,Die,Lehrerin,Lehrerin
nicht,natülich,war,natürlich,natürlich
7,Win,Microsoft,Wien,Wien
das,trumm,einzige,trimm,krumm
sehr,rechtshänder-variante,der,Rechtshänder,Rechtshänder-variante
meiner,amüsement,zum,Amüsement,Amüsement
die,lernen's,Anders,Lernens,Lernens
at/13-dosenoeffner,linkshaendershop,//www,linkshaendershop,Linkshegelianer
-,at/13-dosenoeffner,linkshaendershop,atz,at/13-dosenoeffner
alle,Weils,Streicher,Weils,Wels
beim,vorallem,anstellt,vor allem,vor allem
kann,-Schere,Rechtshänder,-Schere,-schere
-,Blööööd,bestätigen,Blööööd,Blöd
130,mom,posten,Myom,mm
Weg,laaaaangen,einen,laaaaangen,langgegangen
müsste,reinschlagen,Nagel,reinschlagen,einschlagen
autos,linksgesteuerte,-,linksgesteuerte,links gesteuerte
sind,autos,linksgesteuerte,Autos,Autos
rechte,lenkrad,-,Lenkrad,Lenkrad
&,gangschaltung,-,Gangschaltung,Gangschaltung
und,radio,&,Radio,ratio
-,automatik,wozu,Automatik,Automatik
nix,linkshänders,eines,Linkshänders,Linkshänders
immer,eig,sollte,eig.,geig
außer,patschert,richtig,patschert,Patsche
-,Oo,Rechts,Zoo,Eo
danke,aso,-,also,so
gefügt,Rechtshänderstruktur,vorhandene,Rechtshänder Struktur,Rechtshändlerstruktur
rechtshändig,strukturentsprechend,Schnur,strukturentsprechend,strukturunterbrechend
linkshändig,intiutiv,Schnur,intuitiv,intuitiv
weiter,aka,vorne,akad.,Oka
die,PC/iThing,am,Thing,Phishing
Touchpad,Maus/das,die,Maus/das,Masadas
ists,motorradfahren,Beim,motorradfahren,Motorradfahren
handschrift,grottigen,einer,grätigen,großartigen
keine,handschrift,grottigen,Handschrift,Handschrift
mit,pc,am,PCs,PC
RSS,_funktionierenden_,einem,_funktionierenden_,nichtfunktionierend
Ich,Feed,RSS,Feed,Fee
via,Headlines,die,Headlines,Deadlines
Rest,dne,für,den,den
nicht,kanns,Warum,kannst,kann
Artikel,vollkständigen,die,vollständigen,vollständigen
-,geschah's,Gern,geschah,geschah
im,melange,-,Melange,Melange
so,cafe-museum,im,Café,Safe-museum
mit,tassen,haben,Tassen,Tassen
der,henkel,gedrehten,Henkel,Henkel
Fenster,Ausm,-,Aus,Aus
in,-Videospielen,-,-Videospielen,-videospielen
77,-StG,rechts,Steg,EStG
beim,-Mittelfeld,wurscht,-Mittelfeld,-mittelfeld
Geniale,Wuzzeln,beim,Wuzeln,Wurzeln
Immer,-Medikamentenschachteln,Fernschüsse,-Medikamentenschachteln,-medikamentenschachteln
Probleme,-Scheren,geöffnet,-Scheren,-scheren
Zeitungen,-Lese,Grifflöchern,-Lese,Lese-
keine,-Besitze,vorne,-Besitze,-besitz
hab,vertrbraten,Löschblätter,vertrauten,Vertebraten
schnell,ob's,sehen,ob's,Obus
ist,drehfußball,beim,Dreh Fußball,Drehfußball
mittetore,problematik,die,Problematik,Problematik
zählen,mittetore,problematik,Mitte Tore,Mitterndorf
umso,tormann,dem,Tormann,Tormann
-,carpeDiem,-,carpeDiem,Picardie
im,benachteiligungen,kleine,Benachteiligungen,Benachteiligungen
oder,turnunterricht,oder,Turnunterricht,Turnunterricht
aber,gerätetechnisch-,oder,gerätetechnisch-,gerätetechnisch
natürlich,unterrichtstätigkeit,eigenen,Unterricht Stätigkeit,Unterrichtstätigkeit
anschafft,linkshänderscheren,die,Linkshänder scheren,Kinderschänderringen
mit,klischee,das,Klischee,Klischee
trifft,kreativität,der,Kreativität,Kreativität
bzw,gehirnhälften,die,Gehirnhälften,Gehirnhälften
bezogen,nutzung,deren,Nutzung,Nutzung
links,touchpad,beides,touchpad,Touchpad
wie,musikinstrumente,alle,Musikinstrumente,Musikinstrumente
probiert,linkshänderbass,einen,Linkshänder bass,Linkshänders
was,umgewohnt,schnell,umgewöhnt,ungewohnt
bestandteil,arbeit,vorwissenschaftliche,Arbeit,Arbeit
der,bestandteil,arbeit,Bestandteil,Bestandteil
-,reifeprüfung,neuen,Reifeprüfung,Reifeprüfung
gut,finds,ich,Fonds,finde
neigend,erkrankungen,psychischen,Erkrankungen,Erkrankungen
ich,btw,dürfen,bzw.,BTX
Dafür,störts,wen,störst,störst
-Geräten,Lefties,Mit,Luftiges,Softies
-,-Geräten,Lefties,-Geräten,-geräten
etc,Erdäpfelschäler,Schere,Erdäpfelschäler,Kartoffelschäler
an,solltem,Da,sollten,sollten
-,geoutet,Greis,geoutet,geroutet
-,Rechtshänderkaffeehäferln,sind,Rechtshänderkaffeehäferln,Rechtshändern
umdenken,eine/r,muss,eine/r,einer
Glockenkurve,Gaußsche,die,Gautsche,Gaußsche
mir,hams,Medikamentenschachteln,Häms,Chams
rechts,Schreibplatform,kleinen,Schreibplatform,Schreibplattform
Kuchengabeln,Pfannenwender,Abgeschrägte,Pfannenwender,Pfannenränder
mit,Stielkasserolen,Fischmesser,Stielkasserolen,Kasserollen
-,hermann,lassen,Hermann,Hermann
und,häklen,-,häkeln,häkeln
sind,unterschriften-pads,diese,unterschriften-pads,unterschritten-pads
sind,stifthalter,die,Statthalter,Stifthalter
von,3mm,gefühlte,3mm,mm
entfernt,trennwand,der,Trennwand,Trennwand
die,unterschrift,eine,Unterschrift,unterschritt
sind,Linkshänderblöcke,diese,Linkshänder blocke,Linkshändlerblöcke
einfach,Rechtshänderblock,Normalen,Rechtshänder Block,Rechtshänder block
denn,Rechtshänderbevorzugung,pornographische,Rechtshänder Bevorzugung,Rechtshändlerbevorzugung
Die,detto,Anus,desto,desto
bleibt,Masturbationshand,der,Masturbationshand,Masturbation
umstellen,linksauswurf,auf,links Auswurf,Linksauswurf
-,freibleibt,Beifahrerin,freibleibt,frei bleibt
Maus,Sch,-,Schi,Sh
-,Pad,mit,Pad,Ad
bringt,Auswurfverdeckungsdeckels,angebrachten,Auswurfverdeckungsdeckels,Verdeckungsberechnung
Etc,Etc,drehen,Etc.,Esc
Daran,Händeverschränken,beim,Händeverschränken,Hände verschränken
Informationen,wissenschafts,die,Wissenschaft,wissenschafts-
nun,gewäsen,Informationen,gewesen,gewesen
Dessertbesteck,-Teller-Messer,n,-Teller-Messer,-teller -messer
er,Dessertbesteck,-Teller-Messer,Dessertbesteck,Dessertmesser
zefix,JEDESMAL,-,JEDESMAL,JEDES MAL
Also,zefix,JEDESMAL,Zervix,gefixt
Rechtshändern,patscherten,den,patscherten,plätscherten
eine,Jedesmal,Bank,Jedes Mal,Jedes mal
höflich,Schalterdame,die,Schalterdame,Schalterdsame
gestanzt,durch-,entsprechend,durch-,durch
immer,Hakerln,entfernten,Hakeln,Hakeln
bevorzugter,geschichter,Hand,geschichtet,geschichtet
auch,evtl,ist,evtl.,evtl.
links,Trackpoint,und,Track Point,Checkpoint
und,sauklaue,eine,säkulare,klaue
verloren,bedeutung,an,Bedeutung,Bedeutung
und,LöffeL,Der,Löffel,Löffel
auf,GabeL,die,Gabel,Gabel
auf,MesseR,das,Messers,Messer
nur,Selfie,-,Elfie,Selfie
und,gabel,einfach,Gabel,gabel
Naja,Stricherl,rotes,Stricheln,Stricherle
meinst,wennst,Naja,weinst,weinst
daran,denken-,Dessertlöffel,denken-,denken
Wie,umtrainiert,noch,untrainiert,untrainiert
führen,Eßmesser,Das,Ermesse,Essmesser
NUR,trackpad,aber,trackpad,Trackball
Tennisschläger,Schrubendreher,Hammer,Schraubendreher,Schraubendreher
immer,Händer,Links,Händler,Hände
usw,bedieden,Maus,bedienen,bedienen
-,problemo,Null,Probleme,problem-
Wenn,'awkward',ziemlich,Award,Dankwarderode
takes,It,versuche,Ist,IT
longer,takes,It,Takes,Taktes
and,longer,takes,longier,langer
like,feels,and,Fels,Fels
somebody,like,feels,licet,linke
else,somebody,like,somebody,Endosome
-,else,somebody,Else,lese
sollten,feuerzeug,dem,Feuerzeug,feuer zeug
Mit,Linkshänderscheren,brauche,Linkshänder scheren,Linkshänder scheren
mit,ales,fast,Ales,als
üben,RH,die,RH,EH
com/2evyxio,tinypic,//i57,tinypic,Titanic
jpg,com/2evyxio,tinypic,vom,com/2evyxio
zuhause,veranlagung,ihre,Veranlagung,Veranlagung
damit,öffentlichkeit,die,Öffentlichkeit,Öffentlichkeit
verlangen,menschen,normale,Menschen,Menschen
auf,bezug,in,Bezug,Bezug
solche,minderheiten,normale,Minderheiten,Minderheiten
loslassen,sprüche,solche,Sprüche,Sprüche
zum,speisenstücke,die,speisen Stücke,Glockenspeise
zu,mund,zum,Mund,Mund
beim,leuten,den,Leuten,Leuten
o,finger,die,Finger,Finger
alles,schulen/kindergärten,den,Kindergärten,hinuntergeschlenderten
vorhanden,rechtshänderausführung,in,Rechtshänder Ausführung,Hintereinanderausführung
wo,szene,sie,Szene,Szene
anmerkt,trainer,sein,Trainer,Trainer
in,rocky,das,rock,rockt
boxt,linksauslage,der,Linksauslage,Linksauslage
will,gutheissen,wirklich,gutheißen,gutheißen
in,boxer,man,Boxer,Boxer
stimmt,verletzungsgefahren,sollte,Verletzungsgefahren,Verletzungsgefahren
im,weiters,das,weiter,weiter
von,kampf,im,Kampf,Kampf
wechseln,rechtsauslage,die,Rechtsauslage,Rechtsauslage
überraschen,gegner,seinen,Gegner,Gegner
überhaupt,profiboxbereich,im,profiboxbereich,Profiboxbereich
-,hollywood,typisch,Hollywood,Hollywood
und,schikurs,einen,Schikurs,burschikos
kurven,lage,der,Lage,Lage
auf,schilehrer,der,Schilehrer,Schieblehre
jahrzehnte,kenntnis,zur,Kenntnis,Kenntnis
später,jahrzehnte,kenntnis,Jahrzehnte,Jahrzehnte
gestiegen,schi,die,Schi,Schi
gekauft,carver,beide,Cramer,Arverner
diesesmal,ausrüstung,komplette,Ausrüstung,Ausrüstung
ohne,diesesmal,ausrüstung,dieses mal,dieses mal
versucht,lehrer,ohne,Lehrer,Lehrer
ging,nachmittag,am,Nachmittag,Nachmittag
fuhren,ausflügen,drei,Ausflügen,Ausflügen
Gabel,Loeffel,so,Löffel,Löffel
zu,Gaesten,mehreren,Gästen,Gästen
rechts,Linkshaender,ist,Linkshänder,Linkshänder
kann,Rechtshaendern,von,Rechtshändern,Rechtshändern
Ich,fuehren,Ellbogengefechten,führen,führen
daher,sitzte,Ich,sitzet,sitzt
sitzt,Rechtshaender,ein,Rechtshänder,Rechtshänder
beim,Zumpferl,das,Zugpferd,Zerlumpen
-P,Wischerln,beim,Wischern,Wischern
Maus,Gabel/Löffel,Rechts,Gabel/Löffel,Gabel-Löffel
Links,7jähriger,ein,7jähriger,jähriger
Rechtshänderscheren,tragen/heben,Schwer,tragen/heben,Herbeitragen
kann,Rechtshänderscheren,tragen/heben,Rechtshänder scheren,Rechtshänder scheren
weil,hände,rechte,Hände,Hände
empfunden,drill,als,Drill,Drill
geworden,LInkshänderin,eine,Linkshänderin,Linkshänderin
com/cms/index,moeck,//www,meck,Mosebeck
php,com/cms/index,moeck,vom,com/cms/index
id=202,php,com/cms/index,Pop,ph
wie,id=202,php,die,id=202
ist,gitarren,bei,Gitarren,Gitarren
am,denkanstoss,massiver,Denkanstoß,Kanopenkastens
wie,rande,am,Rande,Rande
haben,haushalt,gemischten,Haushalt,haushalte
doppelt,werkzeug,jedes,Werkzeug,werkzeug-
-,umtrainieren,einer,um trainieren,um trainieren
haben,kindergärten,und,Kindergärten,Kindergärten
wäre,lösung,praktikable,Lösung,Lösung
als,fraktion,anderen,Fraktion,Fraktion
wählen,partner,als,Partner,Partner
anzutrainieren,beidhändigkeit,beiden,Beidhändigkeit,Beidhändigkeit
linke,befülle,Wasser,befalle,befülle
-,unaufällig,ganz,unauffällig,unauffällig
-,england,in,England,England
hat,stg-problematik,die,Steg,sag-problematik
zu,tendenz,eine,Tendenz,Tendenz
auge,hand-rechtes,rechte,hand-rechtes,hand- rechtes
auge,hand-linkes,linke,hand-linkes,hand- linkes
rechtshänder,aich,es,auch,Aich
beim,auswurf,den,Auswurf,Auswurf
sowieso,stg,beim,Steg,sag
von,Hakerl,alle,Hacer,Kakerlak
-,mfg,ein,mag,mg
angemeldet,news-letter,den,news-letter,-newsletter
angekündigt,vertrauenserweckend,weil,vertrauenserweckend,vertrauenerweckend
wird,umgedeckt,uns,ungedeckt,ungedeckt
Messer,streichen/schneiden,Brot,streichen/schneiden,Streicheleinheiten
etc,Blutabnehmen,Spritzen,Blutabnehmen,Blut abnehmen
Stiel,Rechtshänderlöffel,einen,Rechtshänder Löffel,Rechtshänder löffel
Oberstufe,AHS,der,AHS,SAH
sie,hben,VS,haben,heben
bekommen,Linkshänderfüllfeder,eine,Linkshänderfüllfeder,Linkshändlerfüllfeder
-,Linkshänderproblem,ein,Linkshänder Problem,Linkshändlerproblem
-,MfG,Dank,Mag,MG
-,amal,sag,Amal,anal
-,linkshänderinnen,die,Linkshänderinnen,Linkshänderinnen
hindert,Blister,der,Blister,Lister
salis,grano,cum,grano,Gran
-,salis,grano,salis,Jalis
zu,/in,Linkshänder,/in,in
mit,Ritsch-Mechanismus,diesen,Ritsch-Mechanismus,Rutsch-Mechanismus
mit,aufhebelnals,ganze,aufhebeln als,aufhebeln als
linkstrinker,linksmauser,aber,links Mauser,Linksmauser
linksraucher,linkstrinker,linksmauser,links Trinker,Linkstrinker
und,linksraucher,linkstrinker,links Raucher,Linksraucher
probleme,linkskiffer,und,links Kiffer,linksschiefer
-,gewoehnt,daran,gewöhnt,gewöhnt
Dadurch,hinposten,irgendwo,hin posten,Einposten
auch,geht´s,klar,geht´s,gehascht
ist,tierwelt,der,Tierwelt,Tierwelt
anscheinend,verteilung,die,Verteilung,Verteilung
50%,re,anscheinend,er,er
45%,li,50%,li,Eli
od,löffel,den,Löffel,löffel
in,autom,stift,Auto,auto-
wie,besteck,das,besteck,Besteck
anders,linkshändern,anderen,Linkshändern,Linkshändern
ich,gewohnheitssache,reine,gewohnheitssache,Gewohnheitssache
daran,mensch,kein,Mensch,Mensch
bekamen,schulter,der,Schulter,schulter
sehr,händigkeit,der,händiget,Behändigkeit
-,extremfall,im,Extremfall,Extremfall
spontan,lechts,und,Leichts,rechts
Handschrift,scheusligen,der,schussligen,schussligen
ohnehin,profibereich,heutigen,Profi Bereich,Profibereich
aäh,beidfüß,unerlässlich,beidfüßig,beidfüßig
händig,aäh,beidfüß,auch,jäh
zu,händig,aäh,händig,händige
rechts,Gelsenstichmittel,vom,Gelsenstichmittel,Felsenstichmittel
es,erwisch,ich,erwisch,erwische
geflucht,volksschule,der,Volksschule,Volksschule
verschmiere,tinte,die,Tinte,Tinte
gehört,flötistin,linkshändigen,Flötistin,Flötistin
aufgetan,welt,neue,Welt,Welt
eine,querflöte,üblichen,Querflöte,quer flöte
bekam,linkshänder-querflöte,eine,linkshänder-querflöte,Linkshänder-querflöte
ist,höflichkeit,-,Höflichkeit,Höflichkeit
höflichkeit,übertriebende,gut,übertreibende,übertreibende
umgelernt,kindesalter,im,Kindesalter,Kindesalter
-,Haende,linke,Hände,Hände
hab,Lulumachen,beim,Zuzumachen,Luftmachen
und,Sehnenscheidenentzuendung,wg,Sehnenscheidenentzündung,Sehnenscheidenentzündung
die,Taetigkeit,andere,Tätigkeit,Tätigkeit
-,outgesourct,ich,outsourct,outgesourct
-,Heimwerkerkoenig,-,Heimwerkerkoenig,Heimwerkermarkt
meiner,lt,-,alt,kt
in,Stg,ein,Steg,Steg
-,rauszufräsen,Rechteck,auszufräsen,auszufräsen
verdient,geld,richtig,Geld,Geld
drauf,gaut,waren,gut,haut
aufbruchsstimmung,herschte,es,herrschte,herrschte
egal,aufbruchsstimmung,herschte,Aufbruchsstimmung,Aufbruchsstimmung
würde,zurückbeamen,mich,zurückbeamen,zurückbekamen
von,umbruch,politischer,Umbruch,Umbruch
ereignete,beonderes,etwas,besonderes,besonderes
das,augen,den,Augen,Augen
