left context,original word,right context,Match Type,word correction,hun correction,Abkürzung,Eigenname,URL/Email,Englisch,Österreichisch
das,extren,aufregend,4,extern,extern,,,,,
erste,PPTP-Verbindung,aufgebaut,2,PPTP-Verbindung,PPP-Verbindung,1,,,,
den,Fidonet-,und,5,Findet,Idoneität,,1,,,
und,CompuServe-G'schichten,davor,0,CompuServe-G'schichten,Computer-G'schichten,,,,,1
die,EUnet,Österreich,0,Einet,Ebnet,,,,,
so,yeah,guess,2,yeah,Yamaha,,,,1,
yeah,guess,I'm,2,guess,Guinness,,,,1,
guess,I'm,a,2,I'm,Ilm,,,,1,
die,push,Meldungen,2,push,pushe,,,,1,
Altavista,Geocities,ICQ,2,Geocities,Gestiegenes,,,,,
-,*sentimentalwerd*,So,0,sentimentaler,sentimentalisieren,,,,,
erster,Compuserve,Zugang,0,Compuserve,Computer,,,,,
das,USR,Modem,2,USR,URS,1,,,,
Dieses,nervtötende,Geräusch,3,nerv tötende,nervtötende,,,,,
einen,Ferialjob,hatte,0,Ferialjob,Erbmaterial,,,,,
schon,veralterten,486er,1,veralteten,veralteten,,,,,
zur,POT-Dose,gings,2,POT-Dose,SPOT-Dose,1,,,,
waren,mega-kompliziert,und,5,mega-kompliziert,omega-kompliziert,,,,,
die,hereintröpfelnden,Bit,2,hereintröpfelnden,herein tröpfelnden,,,,,
1998,superneu,-,1,super neu,super neu,,,,,
erster,GV,Ich,2,GV,GT,1,,,,
sehr,laaaaaangsames,U,3,laaaaaangsames,langsames,,,,,
S,Robotics-Telefonmodem,war,5,Robotik,Robotik-Telefonmodem,,,,,
Sie,Push-Mitteilungen,über,2,Push-Mitteilungen,Bush-Mitteilungen,,,,1,
des,Push-Mitteilung-Service,mit,2,Push-Mitteilung-Service,Bush-Mitteilung-Service,,,,1,
auf,NES,das,2,NES,ES,1,,,,
den,Initstring,vom,0,Initstring,Trinitarist,,,,,
das,jaz,-,0,jazz,ja,,,,,
klingeln,dingeln,krachen,0,dingen,tingeln,,,,,
und,clicken,konnte,5,flicken,blicken,,,,,
ex,Schweindlseiten,gingen,0,Schweindlseiten,Schwindelseiten,,,,,1
nachts,hehehe,-,0,hergehe,Sehehe,,,,,
90er,gabs,im,5,Gäbs,gab,,,,,
nagelneuen,Mosaic,Webbrowsers,1,Mosaik,Mosaik,,,,,
den,80ern,aber,2,80ern,Lernern,,,,,
im,#Neuland,-,2,#Neuland,Neuland,,,,,
der,first,contact,4,First,First,,,,1,
first,contact,war,5,Content,Container,,,,1,
nicht,*die*,erste,2,*die*,die,,,,,
war,altavista,In,0,Aktivist,Altstalinist,,,,,
Internet,bewohnern,dabei,1,Bewohnern,Bewohnern,,,,,
Internet,aufgefettet,Ich,5,aufgebettet,auf gefettet,,,,,
geholfen,Mei,war,2,Mei,Sei,,,,,1
-,buongiorno,johnporno,2,buongiorno,Mezzogiorno,,1,,,
buongiorno,johnporno,-,0,John Porno,Lohnporno,,,,,
nicht,'halal'-essen,bestellt,5,Halali,Halali-essen,,,,,
dann,Quake3,ICQ,2,Quake3,Quake,,1,,,
nur,anschliessen,-,1,anschließen,anschließen,,,,,
Hat,er/sie,doch,2,er/sie,ersieht,,,,,
impliziert,SCNR,-,2,SCNR,SCHNUR,1,,,,
Turbo,Pascale,Einheiten,1,Pascal,Pascal,,,,,
Suchmöglichkeit,Gugl,oder,4,Gugel,Gulag,,,,,1
wars,*fg*,-,0,feg,*fg*,,,,,
-,*lach*,das,0,*lach*,Allach,,,,,
Dinner,for,one,5,fort,gor,,,,1,
for,one,zu,4,ohne,ohne,,,,1,
schon,adsl,oder,0,Adel,ADSL,,,,,
war,mitte,ende,2,Mitte,timte,,,,,
14k,modem,Damals,1,Modem,Modem,,,,,
das,internet,no,1,Internet,Internet,,,,,
internet,no,ned,5,not,eo,,,,1,
Massenmotorisierung,-äh-,computerisierung,0,-äh-,näh-,,,,,
-äh-,computerisierung,Hmmm,1,Computerisierung,Computerisierung,,,,,
computerisierung,Hmmm,was,0,Hamm,Hamm,,,,,
28,8k,da,2,8k,Lk,,,,,
da,hats,lang,5,Hatz,hast,,,,,
eine,nackerte,runtergeladen,4,ackerte,ackerte,,,,,
nackerte,runtergeladen,hat,2,runtergeladen,runter geladen,,,,,
geringen,auflösung,ohnehin,1,Auflösung,Auflösung,,,,,
viel,vorstellungskraft,was,1,Vorstellungskraft,Vorstellungskraft,,,,,
sinnvolle,verwendung,erst,1,Verwendung,Verwendung,,,,,
im,zuge,des,1,Zuge,Zuge,,,,,
per,x/z/sealink,Dateien,0,Salin,ultralinke,,,,,
NACH,aoncomplete,-,0,aoncomplete,Complainte,,,,,
als,Post-Doc,die,2,Post-Doc,Post-Dock,,,,1,
der,standard,at,1,Standard,Standard,,,,,
einem,VAX-Terminal,zum,2,VAX-Terminal,VAN-Terminal,,1,,,
-,Usenet-groups,ab,5,Senat,Usenet-Groupies,,,,,
alt,sex,anyone,1,Sex,Sex,,,,,
sex,anyone,-,5,Antone,Canyon,,,,1,
alle,Mit-Lefties,dieser,0,Luftiges,Mit-Softies,,,,,
beim,Werken/Basteln,haben,2,Werken/Basteln,Bewerkstelligen,,,,,
einer,Café-Lokation,auf,2,Café-Lokation,Café-Lokution,,,,,
Wiener,Währinger,Straße,3,Währ Inger,Währinger,,1,,,
ergonomisch,schiefer/geschwungener,Griff,2,schiefer/geschwungener,hinuntergeschwungen,,,,,
das,Häferl,dadurch,5,Hafer,Schäfer,,,,,1
zum,www,-,2,WWW,wo,1,,,,
-,SIe,sind,1,Sie,Sie,,,,,
Immer,Harharharhar,-,0,Harharharhar,Hammerhart,,,,,
Ihre,Postinghistory,erzählt,2,Postinghistory,Postorogenetisch,,,,,
-,#lubrileak,-,0,#lubrileak,Wikileaks,,,,,
auf,TP,gehabt,2,TP,FTP,1,,,,
die,Auskenner,mussten,2,Auskenner,Auskernen,,,,,
von,Socks,anhören,5,Sockst,Stocks,,,,1,
First,Cat,genannt,5,Chat,Cato,,,,1,
//de,wikipedia,org/wiki/Socks,1,Wikipedia,Wikipedia,,,,,
wikipedia,org/wiki/Socks,-,0,org.,org/wiki/Socks,,,1,,
-,Tüüüüddd,Biepbiepbiepbiepbiepbiep,0,Tüüüüddd,Tüddern,,,,,
Tüüüüddd,Biepbiepbiepbiepbiepbiep,Tschhhhhhhhh,0,Biepbiepbiepbiepbiepbiep,Barbiepuppe,,,,,
Biepbiepbiepbiepbiepbiep,Tschhhhhhhhh,röööhhhhrrröööhhhhrfitttzzzzzzzgrrrgrgrgrrrrwiiiiirrrrrfföööööööpppwwiriiiirrrr,0,Tschhhhhhhhh,Klatschhaft,,,,,
tschhhhhhhhhhhhhhhhhhhhwrwrwrwrwrrwrwdöötschhhhhhhngngngggggpfffffffffffffff,[Seite,läd,2,[Seite,Seite,,,,,
[Seite,läd,],1,lädt,lädt,,,,,
durchs,Linkshändersein,ein,4,Linkshänder sein,Linkshänder sein,,,,,
-,bild,ich,1,Bild,Bild,,,,,
-,FidoNet,ca,5,Findet,Idoneität,,1,,,
meine,mutter,geh,1,Mutter,Mutter,,,,,
+,Usenet,+,3,Senat,Usenet,,,,,
-,Ö3,Chat,2,Ö3,Öl,1,1,,,
und,XYZ,verschiedene,2,XYZ,XYLOL,1,,,,
ICQ,nummer,auswendig,2,Nummer,nummre,,,,,
größtes,frusterlebnis,war,5,Frust Erlebnis,Brusterlebnis,,,,,
-,Boah,tricky,0,Boa,Boa,,,,,
Boah,tricky,Bis,5,tricks,trick-,,,,1,
wem,telefonierts,denn,1,telefonierst,telefonierst,,,,,
lange,Inter,wooos,0,Intern,Inder,,,,,
Inter,wooos,-,0,Wosz,Woikowos,,,,,
Programm,virtual,tourist,5,virtuell,Virtualität,,,,1,
virtual,tourist,konnte,1,Tourist,Tourist,,,,,
flüssig,Ausser,wenn's,2,Außer,Aussee,,,,,
Ausser,wenn's,für,5,wenn's,Wendens,,,,,
dann,nehm',ich,3,Nehm,nehme,,,,,
im,kopf,-,1,Kopf,Kopf,,,,,
-,sept,95,2,Sept.,Sept,,,,,
der,abendschule,es,1,Abendschule,Abendschule,,,,,
war,soooo,langsam,5,solo,sooft,,,,,
richtige,programm,gefunden,1,Programm,Programm,,,,,
haben,netscape,navigator,1,Netscape,Netscape,,1,,,
netscape,navigator,dann,1,Navigator,Navigator,,,,,
dem,motto,des,1,Motto,Motto,,,,,
des,wüdn,i,0,wund,würden,,,,,1
hob,zwoa,ka,3,zwei,zwar,,,,,1
zwoa,ka,ohnung,5,kam,ja,,,,,1
ka,ohnung,wori,4,Wohnung,Wohnung,,,,,1
ohnung,wori,hifoa,4,worin,worin,,,,,1
wori,hifoa,oba,5,Hiphop,Chiffon,,,,,1
hifoa,oba,dafüa,4,ob,ob,,,,,1
oba,dafüa,bin,1,dafür,dafür,,,,,1
ich,gschwinda,duat,1,geschwind,geschwind,,,,,1
gschwinda,duat,-,0,duzt,dual,,,,,1
S,robotics,modem,1,Robotik,Robotik,,,,1,
im,kasterl,rumliegen,5,Kasperl,Kataster,,,,,1
gerade,flugzeuge,in,2,Flugzeuge,flugzeug-,,,,,
in,bürotürme,einschlugen,1,Bürotürme,Bürotürme,,,,,
heilige,ÖPT-Steckdose,mit,2,ÖPT-Steckdose,ÖLT-Steckdose,1,,,,
US,Robotics,Modem,1,Robotik,Robotik,,,,1,
bewachte,Deutsch-österr,Grenze,5,österr.,Deutsch-Röster,,,,,
chatte,Bitnet,Relay,4,Bitten,Bitten,,1,,,
Bitnet,Relay,auf,2,Relay,Relax,,,,1,
Rechenzentrum,gab',natürlich,3,gab',gab,,,,,
von,Archie,und,2,Archie,Arche,,1,,,
//i36,photobucket,com/albums/e6/HollaAtchaBoii/quagmire-learns-about-internet-porn-family-guy,0,photobucket,photokopiert,,,,,
com/albums/e6/HollaAtchaBoii/quagmire-learns-about-internet-porn-family-guy,png,-,5,peng,eng,1,,,,
über,icq,So,1,ICQ,ICQ,,,,,
es,gewissenmaßen,das,3,gewissenmaßen,gewissermaßen,,,,,
und,Flexibiltät,ungemein,1,Flexibilität,Flexibilität,,,,,
war,Libro,Online,4,Libero,Libero,,1,,,
ich,dnke,das,1,denke,denke,,,,,
RAM,Fesplatte,RAM,2,Festplatte,Fes platte,,,,,
4-Fach,CD-Rom,Laufwerk,1,CD-ROM,CD-Rom,,,,,
und,SVGA,Grafik,2,SVGA,SAGA,1,,,,
absolutes,High-End-Teil,zum,2,High-End-Teil,Highway-End-Teil,,,,,
ein,einreiseverbot,in,3,einreiseverbot,Einreiseverbot,,,,,
auf,lebenszeit,-,1,Lebenszeit,Lebenszeit,,,,,
mal,altavistaern,-,0,altavistaern,Veranstaltern,,,,,
-,katzen,-,1,Katzen,Katzen,,,,,
aller,Lolcats,-,0,Lolas,Holocausts,,,,,
per,Zyxel-Modem,Da,0,Ziel,Texel-Modem,,,,,
auch,Zyxel,hatte,0,Ziel,Texel,,,,,
4,kbps,sondern,2,kbps,Klops,1,,,,
kbps,Zyxel-Speed,einwählen,0,Ziel,Texel-Speed,,,,,
-,Trumpet,Winsock,2,Trumpet,Trump et,,1,,1,
Trumpet,Winsock,-,2,Winsock,Winston,,1,,1,
-,Eudora,später,2,Eudora,Eldorado,,1,,,
der,chatroom,hat,3,chatroom,Chatroom,,,,,
tat,schwartelnd,-,0,schwartend,schwafelnd,,,,,
Links,gepannt,Auf,3,gepinnt,gespannt,,,,,
ich,goofy,Tippen,2,Goofy,googel,,1,,,
Klasse,Volksshule,aus,1,Volksschule,Volksschule,,,,,
eine,Zwischen-Erfinung,darstellt,3,Erfindung,Zwischen-Erfindung,,,,,
vom,56kModem,erzähle,2,56kModem,moderndem,,,,,
Vorsicht,cringy,as,5,ring,Ring,,,,1,
cringy,as,f*ck,2,as,ad,,,,1,
as,f*ck,-,5,eckt,f*ck,,,,1,
der,PTA,Tausend,2,PTA,ETA,1,,,,
gelegentlichem,Surfens,keine,2,Surfens,Surfers,,,,1,
-,Pfuh,das,0,Pfuhl,Pfuhl,,,,,
irgendeine,Schweinderlseite,-,0,Schweinderlseite,Senderreichweite,,,,,1
zwischen,US-Robotics,und,3,US-Robotics,US-Robotik,,,,,
zwischen,X2,und,2,X2,XI,1,,,,
und,k56flex,-,0,k56flex,Reflex,,,,,
33,6k,unterwegs,2,6k,Lk,1,,,,
schönen,anthrazit-farbenen,Post-Telefone,5,färbenden,Anthrazit-farbenen,,,,,
möglichst,einzubremsen,und,2,einzubremsen,einzubrennen,,,,,
//www,funnypicss,com/wp-content/uploads/2011/08/This_is_How_You_Look_Like_Right_Now,0,funnypicss,Fundschicht,,,,1,
funnypicss,com/wp-content/uploads/2011/08/This_is_How_You_Look_Like_Right_Now,jpg,,com/wp-content/uploads/2011/08/This_is_How_You_Look_Like_Right_Now,Compaq-content/uploads/2011/08/This_is_How_You_Look_Like_Right_Now,,,,1,
ersten,Teleweb,Kunden,5,Tele web,Teleweib,,1,,,
echte,Inet,experience,5,Inert,Ines,,,,,
Inet,experience,an,2,experience,expedieren,,,,1,
letztens,spaßhalber,aus,3,spaßhalber,spaßeshalber,,,,,
die,zahnbürste,ja,1,Zahnbürste,Zahnbürste,,,,,
rechter,gegenstand,ist,2,Gegenstand,gegen stand,,,,,
rechten,hand,alles,1,Hand,Hand,,,,,
einem,flipchart,oder,3,Flip Chart,Flipchart,,,,,
einer,tafel,stehe,2,Tafel,tafel,,,,,
DAS,must-have,meiner,2,must-have,musst-have,,,,1,
einer,incoming,message,2,incoming,Cognomina,,,,1,
incoming,message,-,2,message,Massage,,,,1,
-,Schnurtelefon,und,2,Schnurtelefon,Schnürtelefon,,,,,
an,Yline,erinnern,0,Line,Ylide,,,,,
deren,anfängen,war,1,Anfängen,Anfängen,,,,,
das,angebot,mit,1,Angebot,Angebot,,,,,
keinem,anbieter,verwenden,1,Anbieter,Anbieter,,,,,
der,Ö3-Chat,wer,2,Ö3-Chat,Öl-Chat,1,1,,,
die,8mb,quake,2,8mb,MBB,,,,,
quake,demo,waren,3,demo,Demo,,,,,
teuer,lg,an,5,lag,kg,1,,,,
bei,compuserv,bzw,5,Composer,Computer,,,,,
im,usenet,unterwegs,3,zusendet,Usenet,,,,,
das,www,hat,2,www,wo,1,,,,
Modemkabel,durchgezwickt,-,3,durchgezwickt,durch gezwickt,,,,,
zur,Ars,Elektronica,2,Ars,Ar,,1,,,
Ars,Elektronica,in,5,Elektronik,Elektronisch,,1,,,
gratis,Internetsurfen,inkludiert,3,Internetsurfen,Internet surfen,,,,,
dann,easports,com,5,Eissports,Gasports,,,,1,
der,Trafik,gekauft,0,Trafik,Tragik,,,,,
nicht,stricken/häkeln,weil,2,stricken/häkeln,Strichdicken,,,,,
falschen,Handi,schwer,3,Handi,Hand,,,,,
ein,Rechtshänderhäferl,kriegert,2,Rechtshänderhäferl,Rechtshänder,,,,,1
Rechtshänderhäferl,kriegert,der,5,krieget,Krieger,,,,,
dann,e-mail,dann,5,e-mail,-mail,,,,,
dann,Use-net,gruppen,3,Use-net,Usenet,,,,,
Use-net,gruppen,alt,2,gruppen,Gruppen,,,,,
alt,conspiracy,und,2,conspiracy,Konspiration,,,,1,
alt,sex,fetisch,3,sex,Sex,,,,,
sex,fetisch,irgendwas,1,Fetisch,Fetisch,,,,,
ersten,angesurften,Seiten,5,an gesurften,angeschärften,,,,,
Austronaut,Webcrawler,danach,2,Webcrawler,Webtrawler,,1,,1,
und,sms,at,3,sums,SMS,,,,,
auf,geocities,herum,5,geocities,gestiegenes,,1,,,
hab,Manga/Anime,und,2,Manga/Anime,Manganite,,,,,
und,Astronomiebilder,gesammelt,2,Astronomie Bilder,Gastronomiebetrieb,,,,,
eine,eMail,eh,2,Email,Mail,,,,,
befreundeter,WU-Student,zeigen,2,WU-Student,AU-Student,1,,,,
Global,Village,28,2,Village,Viellage,,,,1,
bei,xpoint,mit,0,Point,Pointe,,,,,
an,Modemsscripts,herumfrickeln,0,Modemsscripts,Shellscripts,,,,,
Modemsscripts,herumfrickeln,-,5,herumdrücken,herumwickeln,,,,,
Ja,superchat,Lycos,2,super Chat,Superchat,,,,,
superchat,Lycos,suchmaschine,2,Lycos,Glycosid,,1,,,
Lycos,suchmaschine,und,1,Suchmaschine,Suchmaschine,,,,,
und,elephantlist,porn,5,elephantlist,phantasielos,,1,,,
elephantlist,porn,xD,2,porn,Sporn,,,,1,
dann,gaming,-,2,gaming,Ming,,,,1,
Meine,webseiten,lassen,1,Webseiten,Webseiten,,,,,
ein,macintosh,-,1,Macintosh,Macintosh,,,,,
ganzen,web-foren,können,5,web-foren,web -foren,,,,,
jedes,idiotenforum,will,5,idiotenforum,Idiotenfilm,,,,,
fünf,beiträge,geschrieben,1,Beiträge,Beiträge,,,,,
mangels,UTF-8,und,2,UTF-8,UTE-8,1,,,,
im,Subject,-,2,Subject,Subjekt,,,,1,
interessante,WebSites,listeten,1,Websites,Websites,,,,,
an,Duke,Nukem,0,Duke,Luke,,,,,
Duke,Nukem,3D,0,Noem,Nuklearem,,,,,
Nukem,3D,kommen,2,3D,AD,1,,,,
mit,TelekomAustria-Jet2Web-Tele-Kom-Aus-Tria-A1,ADSL,0,TelekomAustria-Jet2Web-Tele-Kom-Aus-Tria-A1,Telekom Austria-Jet2Web-Tele-Kom-Aus-Tria-A1,,,1,,
düsen,mIRC,ICQ,0,Marc,IRC,,,,,
auf,Geocities,heim,5,Gerocktes,Gestiegenes,,1,,,
und,Homestead,basteln,0,Homestead,Hostadapter,,,,,
www,chat,at,2,Chat,hat,,,,,
als,11jähriger,zur,5,11jähriger,jähriger,,,,,
als,Jet11,weil,0,Jet11,Jette,,,,,
geblieben,süsse12,flüstert,0,süsse12,müsse,,,,,
flüstert,hey,wie,0,hey,her,,,,,
süsse12,süsse,12,5,süß,süße,,,,,
flüstert,sry,bye,2,sorry,Story,1,,,1,
sry,bye,Das,2,bye,Byte,,,,1,
-,Netway,chat,0,Etwa,Entwarne,,,,,
chat,hotmail,homestead,2,Hotmail,Notmail,,1,,,
hotmail,homestead,-,0,homestead,Hostadapter,,,,,
von,ZiffCorp,gewusst,0,ZiffCorp,Ziffer,,,,,
dutzende,Versicherungspolizzen,studieren,5,Versicherungspolizzen,Versicherungspolpizzen,,,,,
sein,RIP,Altavista,2,RIP,TRIP,1,,,,
ueber,CompuServe,in,0,Composer,Computer,,,,,
wie,Bolle,eine,2,Bolle,Solle,,,,,
ins,Internet-Cafe,gebracht,5,Café,Internet-Cape,,,,,
immer,Zehnerblocks,Netscape,2,Zehnerblocks,Zehnerdblocks,,,,,
0,UseNet,Eudora,0,Senat,Usenet,,,,,
ein,Mailattachement,verpöhnt,3,Mailattachement,Mailattachment,,,,1,
Mailattachement,verpöhnt,war,1,verpönt,verpönt,,,,,
einer,Rechtshändrschere,auf,5,Rechtshändrschere,Rechtshänder,,,,,
-,Gefunzt,hat,5,Gefenzt,Gefurzt,,,,,
ständigen,Aufbaggerns,und,5,Aufbaggerns,Ausbaggerns,,,,,
-,telnet,gopher,2,Telnet,Leteln,,1,,,
telnet,gopher,usenet,2,Gopher,Gocher,,1,,,
und,facebook,bevor,1,Facebook,Facebook,,1,,,
war,bbs,mit,5,bis,Ybbs,1,,,,
14,4kbs,modem,2,4kbs,Krebs,1,,,,
Im,Fidonetz,gab,0,Fangnetz,Idoneität,,,,,
eigenartige,Netmail,Adressen,0,Email,Netzmail,,,,,
sog,Internauten,Dann,0,Internaten,Internaten,,,,,
bei,ping,at,2,ping,sing,,1,,1,
War,sauteuer,es,5,Steuer,saut euer,,,,,
mehr,Gopher-,als,0,Gopher-,Gocher,,,,,
als,WWW-Inhalte,mein,2,WWW-Inhalte,WO-Inhalte,,,,,
vor,Html,2,3,Hotel,HTML,,,,,
und,inline,images,2,inline,online,,,,1,
inline,images,waren,1,Images,Images,,,,1,
als,sonstwo,-,1,sonst wo,sonst wo,,,,,
mit,wertkarte,von,3,wertkarte,Wertkarte,,,,,
von,telefonzelle,aus,1,Telefonzelle,Telefonzelle,,,,,
die,datex-p,nummer,0,Datex,Datex-p,,,,,
-,hahahaha,so,0,haha haha,Yamaha,,,,,
-,YLine,-,0,Line,Ylide,,,,,
ein,Lillacher,FPÖ,0,Lolacher,Villacher,,,,,
Lillacher,FPÖ,Internet,2,FPÖ,SPÖ,1,,,,
fließender,übergang,gewesen,2,Übergang,überging,,,,,
das,türüüüü,vom,0,türüüüü,Türmer,,,,,
im,ohr,ich,1,Ohr,Ohr,,,,,
viel,post,war,1,Post,post,,,,,
depperten,zimmertelefon,festhing,3,Zimmer Telefon,Zimmertelefon,,,,,
festhing,recherchen,erstellen,1,Recherchen,Recherchen,,,,,
oder,termine,waren,1,Termine,Termine,,,,,
die,feierabende,man,1,Feierabende,Feierabende,,,,,
die,tageszeitung,-,1,Tageszeitung,Tageszeitung,,,,,
die,Gratisstunden,der,2,Gratisstunden,Gratis stunden,,,,,
am,End,horrend,3,End,Ende,,,,,
unser,HBP,-,2,HBP,HBF,1,,,,
Der,Servicedesk,meiner,2,Servicedesk,Servicedeck,,,,1,
und,ausser,dem,3,Außer,außer,,,,,
Tasten,gnädigerweise,umstelle,3,gnädiger Weise,gnädigerweise,,,,,
Brauchbare,Kulturinfos,als,2,Kulturinfos,Kulturinfo-,,,,,
schon,Internetcafes,In,2,Internetcafés,Internetsafes,,,,,
Ich,kenn,deutlich,3,kenn,kenne,,,,,
am,Snowboarden,gehabt,2,Snowboarden,Snowboardern,,,,,
Menschen,Gabel&Messer,#,5,Gabelmaße,Gabel-Messer,,,,,
-,Unbedingt -,-,1,Unbedingt -,Unbedingt,,,,,
wikimedia,org/wikipedia/commons/2/28/White-Snowboard-With-Bindings,jpg,0,org.,org/wikipedia/commons/2/28/White-Snowboard-With-Bindings,,,0,,
von,Meinl,mein,0,Meinl,Mein,,,,,
Rechtshänder,designed,-,2,designed,designet,,,,1,
-,stilesproject -,-,0,Stiles Project,Projektilspitze-,,,,,
meinem,Dad,abgeschaut,2,Dad,Ad,,,,1,
zum,Gespöt,der,1,Gespött,Gespött,,,,,
fahre,Goofy,und,2,Goofy,Googel,,1,,,
keine,Linksäuger,-Sturmgewehre,0,Linksäuger,Linkssäuger,,,,,
Linksäuger,-Sturmgewehre,ausgegeben,2,-Sturmgewehre,-sturmgewehre,,,,,
Der,Patronenauswurf,ist,2,Patronenauswurf,Patronenzufuhr,,,,,
die,fpö,hat,2,FPÖ,SPÖ,1,,,,
für,Sa,abend,2,Sa,San,,,,,
Sa,abend,-,1,Abend,Abend,,,,,
angeben,*hust*,aber,0,hüst,huste,,,,,
-,angeber,-,1,Angeber,Angeber,,,,,
Mal,läufts,vielleicht,4,läufst,läufst,,,,,
-,[zu,einfach,1,[zu,zu,,,,,
nicht,sein],-,1,sein],sein,,,,,
nicht,dsuernd,meibe,1,dauernd,dauernd,,,,,
dsuernd,meibe,postibgs,1,meine,meine,,,,,
meibe,postibgs,löschen,5,Postbus,postgültig,,,,1,
der,VS,auf,0,VS,VS.,,,,,
rechts,Stäbchenessen,links,3,Stäbchenessen,Stäbchen essen,,,,,
den,Rechtshänderwerkzeugen,i,2,Rechtshänder Werkzeugen,Rechtshändlerwerkzeugen,,,,,
Lesen,bräucht,ich,3,braucht,bräuchte,,,,,
Spiegel,werch,ein,5,welch,weich,,,,,
ein,illtum,-,0,Illatum,Illuminat,,,,,
einen,WISSENSCHAFTS-Newsletter,Würde,3,WISSENSCHAFTS-Newsletter,Wissenschafts-Newsletter,,,,,
einen,Obulus,Wert,1,Obolus,Obolus,,,,,
die,analogie,zur,1,Analogie,Analogie,,,,,
Besser,halblustig,als,3,halblustig,halb lustig,,,,,
unlustig,-P,-,0,-P,-PO,,,,,
-,Najoooo,6/10,0,Najoooo,Navajo,,,,,
von,FS,3,2,FS,FIS,1,,,,
beim,Steno,oder,2,Steno,Stent,,,,,
5/10,jössas,-,0,Jozas,Massas,,,,,
breite,masse,in,3,Maße,Masse,,,,,
-,Under,was,5,Wunder,Änder,,,,1,
Kombinationsgabe,Sherlock,verblasst,2,Sherlock,Herlocke,,1,,,
Die,FPÖ-Frage,habe,2,FPÖ-Frage,SPÖ-Frage,1,,,,
sie,tendentiell,eine,1,tendenziell,tendenziell,,,,,
schlechtere,quote,-,1,Quote,Quote,,,,,
-,don't,drink,5,Donat,Donut,,,,1,
don't,drink,and,5,Drink,trink,,,,1,
und,Linksfüßer,-,0,Linksfüße,Linksfüßler,,,,,
75,[Ja,bitte,1,[Ja,ja,,,,,
der,TeilnehmerInnen,sic,3,Teilnehmerinnen,TeilnehmerInnen,,,,,
TeilnehmerInnen,sic,hatten,5,sic,cis,,,,,
-,Chuck,Norris,2,Chuck,Check,,1,,,
Chuck,Norris,hätte,2,Norris,Morris,,1,,,
Bush,senior,Jimmy,2,senior,Senior,,,,,
senior,Jimmy,Carter,2,Jimmy,Jim,,1,,,
Jimmy,Carter,und,2,Carter,Harter,,1,,,
20%,Ouch,-,0,Couch,Euch,,,,,
den,lateinprüfungen,in,2,Latein Prüfungen,Tateinprüfungen,,,,,
wohl,weltmeister,-,1,Weltmeister,Weltmeister,,,,,
eigentlich,einsendeschluss,halloooo,1,Einsendeschluss,Einsendeschluss,,,,,
einsendeschluss,halloooo,-,3,halloooo,hallo,,,,,
ein,plagiat,-,1,Plagiat,Plagiat,,,,,
die,grönlandwal-frage,aber,5,grönlandwal-frage,Grönlandwal-frage,,,,,
bin,rechtshaenderin,u,1,Rechtshänderin,Rechtshänderin,,,,,
einer,karriere,als,1,Karriere,Karriere,,,,,
als,wissenschafter,steht,1,Wissenschaftler,Wissenschaftler,,,,,
-,mußte,jetzt,1,musste,musste,,,,,
welchen,Holler,ich,5,Holler,Holle,,,,,
dem,Foromaten,reden,1,Formaten,Formaten,,,,,
die,tätigkeit,an,1,Tätigkeit,Tätigkeit,,,,,
-,Wieviel,haben,2,Wie viel,Wievielt,,,,,
ersten,Community-Quiz,hier,2,Community-Quiz,Kommunität-Quiz,,,,1,
also,*Hust*,Nun,0,Hüst,huste,,,,,
drei,hätt,ich,3,hätt,hätte,,,,,
zugeteilt,tjo,s,0,Tajo,tja,,,,,1
s,läibn,isch,0,Laib,Leibniz,,,,,1
läibn,isch,hoat,4,sich,sich,,,,,1
isch,hoat,wobei,1,hat,hat,,,,,1
der,ratschlag,an,3,ratschlag,Ratschlag,,,,,
http,//atheistische-religionsgesellschaft,at/statuten/,0,//atheistische-religionsgesellschaft,atheistische-religionsgesellschaft,,,1,,
//atheistische-religionsgesellschaft,at/statuten/,-,0,atz,statutengemäß,,,1,,
Wie,wärs,mal,0,wär,wärst,,,1,,
über,Community-Quizze,-,2,Community-Quizze,Kommunität-Quizze,,,,,
Kleinunternehmer,cafe,am,2,Café,Safe,,,,,
soviel,senf,verbrauch,1,Senf,Senf,,,,,
soviel,würstel,verkauft,3,Würstel,Würste,,,,,1
der,lehrbub,einen,3,lehrbar,Lehrbub,,,,,1
einen,kübel,senf,3,Kabel,Kübel,,,,,
inkl,Dg,und,0,DAG,Mg,,,,,
und,Dz,60%,5,Da,Hz,1,,,,
die,Polit-Mischpoche,erklären,0,Polit-Mischpoche,Polit- Mischpoche,,,,,
kann,öbb-ler,gehen,0,obbaler,Böbig-ler,,,,,
die,Pense,sind,0,Pensa,Sense,,,,,
Wiener,Magistratlern,geht,5,Magistralen,Magistratseigen,,,,,
im,moment,grad,1,Moment,Moment,,,,,
meine,kollegen,das,1,Kollegen,Kollegen,,,,,
als,teilzeit,würde,2,Teilzeit,teil zeit,,,,,
stunden,woche,zufrieden,1,Woche,Woche,,,,,
auf,vollzeit,umsteigt,2,Vollzeit,Sollzeit,,,,,
keine,kids,und,1,Kids,Kids,,,,1,
kein,kredit,is,1,Kredit,Kredit,,,,,
wichtigste,wg,gründen,4,weg,weg,,,,,
